no,review,score
176,"['剧情', '镜头', '都', '无比', '散乱', '，', '人物', '表演', '尴尬', '，', '场景', '处理', '粗糙', '，', '吐槽', '点太多', '，', '就', '第一集', '，', '无端', '拉着', '小女孩', '跑', '了', '一段', '就', '各种', '地位', '差', '摆出来', '？', '一巴掌', '打', '的', '管家', '飞', '那么', '远', '，', '然后', '一个', '几秒', '镜头', '算是', '解释', '练', '了', '个', '什么', '霸气', '真', '气', '？', '老师', '故弄玄虚', '的', '半夜', '近', '也', '没见', '有', '什么', '特殊', '的', '，', '整个', '剧', '就', '像', '拿', '着', '一堆', '零散', '的', '积木', '胡乱', '拼凑', '一番', '。', '。', '。']",-13
177,"['不是', '我', '的', '菜', '，', '进展', '缓慢', '，', '不知所云', '。']",-8
178,"['我', '想', '说', '这', '剧值', '8', '分', '？', '？', '？', '你', '要', '写', '权谋', '就', '老老实实', '写', '权谋', '，', '安排', '个', '穿越', '男主', '搞', '什么', '？', '关键', '是', '这', '男主', '还', '特', '么', '外挂', '一身', '的', '龙傲', '天呀', '，', '还', '能', '默写', '红楼', '当', '个', '文抄公', '也', '是', '666', '。', '一来', '就', '成', '了', '京都', '的', '琅', '琊', '才子', '了', '，', '这种', 'yy', '穿越', '和', '霸道', '总裁', '有', '啥', '区别', '？', '追着', '老戏骨', '来', '的', '，', '然后', '被', '这', '剧情', '劝退', '。', '\n', '去', '看', '了', '下', '原著', '的', '评论', '，', '才', '发现', '原著', '也', '就', '这种', 'yy', '水平', '的', '书', '，', '排名', '靠', '前', '的', '都', '给', '原著', '低分', '，', '怎么', '电视剧', '这里', '排名', '靠', '前', '的', '都', '是', '吹捧', '？']",-0.5
179,"['好', '演员', '，', '烂', '故事', '。']",0
180,"['第一集', '真的', '尴尬', '溢出', '屏幕', '了', '，', '难道', '又', '是', '一部', '需要', '撑过', '前', '三集', '的', '剧', '吗', '？']",0
181,"['剧情', '有些', '雷人', '，', '服化', '不', '太', '喜欢', '，', '而且', '没有', '感觉', '到', '演员', '的', '演技', '有', '多', '好']",0
182,"['这能', '8.0', '？', '我', '感觉', '也', '就', '三星']",0
183,"['这么', '起点', '中文网', '的', '路数', '，', '这么', '直男癌', '，', '这么', '自恋', '，', '这么', '过时', '，', '分数', '还', '这么', '高', '？', '总之', '感觉', '是', '一部', '很差', '的', '小说', '，', '何必', '废', '这么', '多', '人力物力', '好', '演员', '拍', '出来', '。']",-4
184,"['奇怪', '的', '设定', '，', '莫名', '的', '光环']",0
185,"['大张旗鼓', '的', '诗会本', '以为', '会', '有', '什么', '优秀', '的', '原创', '佳作', '…', '…', '丢人现眼', '的', '装', '逼', '杰克', '苏', '套路', '模版']",7
186,"['豆瓣', '分', '8.0', '了', '，', '必须', '要', '看看', '啊', '，', '结果', '—', '—', '什么', '玩意', '？', '浪费时间', '！', '！', '！']",7
187,"['不要', '尬', '吹', '1', '.', ' ', '表演', '痕迹', '太重', '，', '与', '知否', '一样', '，', '担心', '观众', '看不懂', '，', '各种', '提示', '。', '2', '.', '张若昀', '也', '就', '本色', '出演', '富家', '公子哥', '还', '行', '。']",5
188,"['嗯', '…', '说不出', '的', '感觉', '…']",0
189,"['实在', '看不下去', '了', '。']",0
190,"['现代人', '自以为是', '的', '意淫', '，', '自以为是', '的', '开挂', '。', '2', '星给', '道', '明叔', '。']",-14
191,"['完全', '没有', '看', '下去', '的', '欲望']",0
192,"['看', '了', '几集', '。', '实在', '看不下去', '了', '。', '这', '里面', '逻辑', '都', '不是', '有', 'bug', '了', '。', '是', '基本', '都', '没有', '逻辑', '。', '男主', '真的', '只能', '演', '城市', '小资', '男', '。', '再大', '一点', '人物', '，', '什么', '都', '撑', '不', '起来', '。', '本来', '想', '仔细', '写', '一下', '，', '和', '大家', '广泛', '的', '骂', '一场', '。', '后来', '发现', '喜欢', '这片', '的', '人', '能', '有', '啥', '逻辑', '，', '算了', '。', '大家', '喜欢', '就', '好', '。', '我', '不', '也', '是', '拼死', '看', '完', '了', '灵剑山', '么', '。', '一星', '给', '原作者', '吧', '，', '另外', '一星', '送给', '。', '。', '。', '随便', '吧', '。', '反正', '打一星', '太', '极端', '了', '。', '。', '。', '。', '两星', '还是', '可以', '的', '。', '。', '。', '。', '另外', '翻', '了', '下', '。', '。', '短评', '往后', '看', '基本', '全是', '差评', '了', '。', '三星', '都', '很少', '了', '。', '群众', '的', '眼睛', '毕竟', '还是', '雪亮', '的', '呀', '。', '。', '。', '这么', '评', '。', '。', '为啥', '还', '能', '八分', '豆瓣', '？']",40.75
193,"['就', '这', '还', '良心', '剧', '？', '越', '拍', '越', '回去', '了']",0
194,"['昨天', '看', '了', '几集', '好奇', '男主', '和', '林婉儿', '的', '爱情', '线', '赶紧', '去', '百度', '了', '原著', '结局', '，', '哦', '豁', '，', '原来', '男主', '纳妾', '了', '但婉儿', '还是', '一生', '挚爱', '，', '虽然', '婉儿', '是', '一生', '挚爱', '还是', '纳妾', '了', '，', '最妙', '的', '是', '什么', '呢', '？', '一生', '挚爱', '给', '他生', '了', '一个', '儿子', '，', '两个', '非', '一生', '挚爱', '分别', '生', '一个', '女儿', '，', '中国', '男人', '妙不可言', '！']",-2
195,"['权谋', '不像', '权谋', '，', '喜剧', '不像', '喜剧', '，', '主角', '选角', '和', '海棠', '选角', '相比', '原著', '差太多', '。', '台词', '也', '听', '着', '别扭', '。', '为了', '缩短', '小说', '篇幅', '改', '的', '让', '人', '难受', '。', '两星', '给', '若', '若', '范思辙', '林婉儿']",0
196,"['我恐', '?', '粉']",0
197,"['略略', '有点', '尴尬', '，', '期望', '越大', '失望', '越大', '的', '感觉', '吧', '，', '男主', '貌似', '不太', '适合', '古装', '，', '本来', '对', '女主', '很', '有', '好感', '，', '但是', '打光', '化妆', '让', '李沁', '老', '了', '很多', '，', '本身', '的', '气质', '跟', '林婉儿', '也', '不', '贴合', '，', '后期', '看看', '有没有', '好转', '再', '改']",35
198,"['一集', '弃']",0
199,"['正剧', '配置', '网剧', '质感', '，', '一本正经', '地', '胡说八道', '，', '定位', '是', '杰克', '苏爽剧', '，', '但', '男主不苏', '剧情', '也', '不爽', '，', '三集', '弃']",-7
200,"['...', '从', '女主', '拿', '着', '鸡腿', '出来', '不想', '看']",0
201,"['扯淡', '呢', '简直', '，', '现在', '真是', '什么', '都', '能', '拍成', '电视剧', '了', '。', '。', '网络', '爽文', '，', '穿越', '?', '小孩子', '身体', '，', '成年人', '的', '思想', '，', '扯', '毛呢']",-3
202,"['看', '了', '七集', '的', '《', '庆', '余年', '》', '，', '真心', '觉得', '无聊', '，', '装腔作势', '。', '豆瓣', '八分', '真心', '不', '理解', '。', ' ', ' ', '拍', '这种', '片有', '什么', '意义', '啊', '。', '陈道明', '的', '演技', '也', 'get', '不到', '。', '那个', '长', '公主', '的', '造型', '简直', '就是', '“', '见鬼', '了', '”', '。', '好好', '一个', '宋轶', '拍', '得', '那么', '傻', '，', '《', '伪装者', '》', '累积', '的', '好感', '都', '败光', '了', '。', '肖战', '第几', '集才', '有', '啊', '，', '再', '不', '出来', '我弃剧', '了', '。']",1
203,"['看', '这种', '剧', '，', '是', '多', '无聊', '才', '会', '把', '时间', '浪费', '在', '意淫', '这种', '事情', '上', '？']",-7
204,"['什么', '破', '玩意', '，', '这么', '雷']",0
205,"['如果', '纯粹', '按照', '有趣', '来', '定论', '或者', '一直', '走', '搞笑', '路线', '其实', '哪怕', '剧情', '不正经', '我', '也', '觉得', '还好', '。', '\n', '但是', '演着', '演着', '非要', '往', '正戏', '上', '凑', '，', '男主', '一边', '享受', '着', '莫名', '的', '贵族', '光环', '，', '做事', '毫无', '脑子', '，', '种种', '出格', '言行', '，', '换', '别人', '死', '了', '无数次', '了', '。', '\n', '滕', '的', '死', '毫无', '铺垫', '，', '突然', '就', '酱油', '；', '朋友', '死', '了', '，', '但是', '关键人物', '会', '引发', '战乱', '，', '当街', '直接', '刺杀', '，', '谁', '给', '你', '的', '胆子', '；', '前面', '一直', '在', '玩闹', '，', '现在', '倒', '想起', '你', '妈', '的', '众生', '平等', '理论', '咯', '，', '那', '你', '可', '有', '为', '战乱', '牺牲', '的', '人民', '想过', '分毫', '。', '\n', '如果', '《', '琅', '琊', '榜', '》', '是', '全员', '智商', '在线', '的', '博弈', '与', '智斗', '，', '这个', '剧', '就是', '搞笑', '搞', '了', '一半', '突然', '想', '正经', '就', '直接', '开莽', '，', '莽', '太子', '莽', '刺客', '莽', '皇帝', '的', '杰克', '苏爽文', '剧情', '。', '\n', '两星', '给', '陈道明', '老师', '，', '智商', '在线', '还要', '给', '傻子', '做', '陪衬', '。']",-21
206,"['不', '懂', '这种', '权谋', '剧', '怎么', '这么', '好', '吹', '口碑', '，', '现代感', '古代', '感', '异常', '维和', '，', '看不下去']",0
207,"['什么', '垃圾', '剧', '哦', '，', '男主', '自带', '龙傲', '天', '，', '其他人', '都', '撒币', '。', '然后', '情节', '设置', '和', '台词', '也', '极其', '智障', '。', '皇帝', '旁边', '的', '侍卫', '前', '一秒', '乱猜', '皇帝', '想法', '，', '下', '一秒', '说', '不敢', '瞎猜', '。', '诸如此类', '矛盾', '比比皆是', '，', '白话文', '台词', '还', '句句', '语病', '，', '一集', '都', '看不下去', '。']",-8.5
208,"['豪华', '阵容', '的', '演员', '团队', '加一星', '，', '摄影', '美术', '加两星', '，', '剧作', '对白', '太', '拖沓', '没', '逻辑', '了', '减半', '星', '，', '全', '（', '沁', '姐姐', '开', '眼角', '开得', '真', '难看', '…', '…', '）', '电视剧', '全程无', '脑铺', '音乐', '真', '难受', '，', '减半', '星', '…', '…', '成人', '不宜', '，', '适合', '14', '岁', '以下', '观看', '。']",7
209,"['刚刚', '看', '完小', '范大人', '夜宴', '醉酒', '诗', '百篇', '，', '看', '的', '激动不已', '，', '2019', '年', '最', '爱', '的', '剧', '！', '感谢', '编剧', '保留', '了', '书粉', '爱', '的', '段落', '！', '张若昀', '的', '范闲', '也', '很', '范闲', '！', '期待', '后面', '的', '精彩', '…', '…']",23
210,"['你', '改', '我', '个', '喘喘', '，', '滕子京', '死', '了', '没什么', '，', '什么', '时候', '一处', '主办', '比', '提司', '大', '了', '？', '监察院', '出了名', '护短', '体现', '在', '哪里', '？', '范闲', '居然', '被', '演成', '个', '歇斯底里', '的', '不', '给', '糖', '吃', '就', '撒泼打滚', '的', '人', '？', '？', '改', '的', '是', '个', '什么', '鬼', '？']",-9
211,"['借用', '别人', '说', '的', ':', '一流', '配角', '，', '二流', '主演', '，', '三流', '剧本', '，', '末流', '制作', '，', '是', '《', '庆', '余年', '》', '的', '真实', '水准', '。', ' ', '因为', '有', '陈道明', '才', '看', '的', '，', '以为', '是', '牛', '逼', '高质量', '剧', ' ', '，', '看', '了', '十五级', '了', ' ', '剧情', '垃圾', ' ', '男女', '主无', 'cp', '感', ' ', '服化', '道', '不忍', '直视', ' ', '。', '真的', '三流', '古装剧', ' ', '。', '。']",-5
212,"['已经', '弃剧', ' ', '主角', '光环', '太', '大', '顶不住']",0
213,"['我', '看', '之前', '就', '担心', '会', '像', '两部', '九州', '一样', '除了', '画面', '以外', '一无是处', '...', '再', '强大', '的', '卡死', '也', '抵不过', '剧情', '的', '垃圾', '...', '我', '以前', '多', '期待', '牧云记', '和', '缥缈', '录', ' ', '这次', '就', '多', '担心', '庆', '余年', '...', '\n', '但是', '王倦', '大大', '诚不欺', '我', '啊', '！', '！', '！', '《', '庆', '余年', '》', '确实', '不错', '～', '～', '台词', '风格', '和', '整个', '故事', '的', '展开', '节奏', '都', '特别', '舒服', '～', '\n', '顺便', '再', '真诚', '的', '卖', '一下', '王倦', '大大的', '另', '一部', '剧', '《', '大宋', '少年', '志', '》', '的', '安利', '～', '是', '王倦', '大大的', '原创', '剧本', ' ', '真的', '特别', '好看', '！', '！', '\n', '王倦', '大大', '是', '个', '极其', '会', '讲故事', '的', '人', '！', '！']",8
214,"['因为', '对', '历史', '比较', '感兴趣', '所以', '开始', '对', '这个', '庆', '余年', '这个', '打着', '正剧', '口号', '的', '电视剧', '比较', '期待', '（', '没有', '看过', '小说', '）', '，', '而且', '也', '有', '我', '喜欢', '的', '老戏骨', '陈道明', '吴刚', '。', '结果', '看', '了', '以后', '心中', '一万个', '草泥马', '奔腾', '而', '过', '?', '这', '什么', '鬼', '台词', '？', '可能', '是', '我', '没有', '看过', '小说', '所以', '接受', '不了', '吧']",12
215,"['原著', '的确', '更', '吸引', '编剧', '读', '下去', '，', '所以', '跟', '《', '诛仙', '》', '系列', '明显', '感觉', '到', '编剧', '只', '看过', '故事', '大纲', '比', '，', '这个', '剧', '的', '编剧', '完整', '阅读', '过', '小说', '。', '配乐', '活泼', '俏皮', '，', '除了', '强硬', '穿越', '的', '台词', '轻微', '尴尬', '，', '最', '应该', '尴尬', '的', '感情', '戏', '反而', '入戏', '，', '故意', '模糊', '了', '陈萍萍', '的', '太监', '身份', '、', '太子', '跟长', '公主', '的', '暧昧关系', '，', '整体观', '影', '感受', '极好', '，', '很', '期待', '第二季', '拍大', '东山', '之役', '。', '玩弄', '人心', '的', '阴谋', '阳谋', '都', '不', '狗血', '，', '架空', '的', '设定', '能', '摆脱', '历史背景', '，', '服装道具', '能', '有', '更', '自由', '的', '发挥', '空间', '，', '特别', '喜欢', '庆帝', '的', '闺房', '。', '以后', '还是', '少看', '国产', '剧', '，', '太长', '了', '，', '还是', '精短', '美剧', '更', '适合', '休闲', '，', '追', '这个', '太累', '。', '王启年', '真是太', '可爱', '了', '。']",32
216,"['夜宴', '背诗', '那里', '真的', '惊艳', '到', '我', '了', '，', '看', '完', '意犹未尽', '，', '去', '找', '小说', '章节', '，', '结果', '发现', '编剧', '真的', '很棒', '，', '小说', '里', '思想', '没', '这么', '大', '，', '范闲', '直接', '说', '是', '自己', '的', '了', '。', ' ', '他', '把', '整个', '境界', '都', '升华', '了', '，', '背', '的', '不', '只是', '诗', '，', '还是', '仙境', '，', '是', '回不去', '的', '家国', '，', '是', '不', '忘怀', '的', '文化', '传承', '。', ' ', '所以', '我', '在', '看', '的', '时候', '，', '让', '我', '高兴', '激动', '的', '，', '不是', '打脸', '，', '不是', '套路', '，', '而是', '一种', '自豪感', '，', '一种', '庆幸', '，', '自豪', '我', '璀璨', '文明', '，', '而', '我', '何其', '之幸', '！', ' ', '那种', '感觉', '真的', '特别', '感染', '人', '！']",6
217,"['最强', '穿越', '剧', '没有', '异议', '了', '！', '太', '好看', '了', '，', '谁', '说', '穿越', '只能', '带', '去', '一些', '尴尬', '的', '科技', '耍酷', '。', '这部', '剧', '真正', '意义', '的', '展现', '了', '穿越', '的', '核心', '！', '不仅', '融合', '了', '现代', '和', '古代', '，', '很', '重要', '的', '，', '带去', '了', '现代', '的', '对', '人', '和', '社会', '的', '思考', '！', '人人平等', '自由', '无论', '在', '每个', '时代', '都', '有', '意义', '，', '却', '都', '有些', '不同', '的', '意义', '，', '对于', '芸芸众生', '。', '郭', '麒麟', '点亮', '整部', '剧', '哈哈哈', '！']",24
218,"['有幸', '参与', '了', '提前', '观剧', '活动', '，', '看', '了', '前', '三集', '，', '节奏', '很快', '，', '非常', '喜欢', '这种', '类型', '的', '剧', '，', '一', '开始', '就', '非常', '的', '紧张', '刺激', '，', '摆', '出', '很多', '悬念', '，', '之后', '一步步', '揭开', '。', '剧情', '很', '丰富', '，', '演员阵容', '上大', '咖', '云集', '，', '演技', '自不必说', '，', '看', '陈道明', '出现', '的', '时候', '太', '激动', '了', '我', '，', '还有', '演过', '知否', '老太太', '的', '演员', '戏', '真的', '太好了', '，', '袁泉', '一', '开始', '的', '客串', '真是', '赏心悦目', '了', '。', 'awsl', '，', '这剧', '墙裂', '推荐', '！', '快', '去', '看', '，', '我要', '去', '看', '第', '4', '集', '了', '哈哈哈', '哈哈', '。']",37
219,"['给', '林宛儿', '看病', '哪里', '要', '笑', '死', '我', '了', '哈哈哈', '?', '?', '好久没', '追过', '剧', '了']",0
220,"['郭', '麒麟', '真的', '好', '可爱', '！', '！', '！', '！']",10
