label,fenci
异常,/cg cgi gi- i-b -bi bin in/ n/a /ad adm dmi min in/ n/c /co com omp mpo pon one nen ent nts ts/ s/c /co com om_ m_f _fm fm/ m/f /fm fm. m.i .in ins nst sta tal all ll. l.p .ph php hp? p?l ?lm lm_ m_a _ab abs bso sol olu lut ute te_ e_p _pa pat ath th= h=. =.. ../ ./. /.. ../ ./. /.. ../ ./& /&i &in ins nst sta tal all ll_ l_d _di dir ir= r=l =li lim imb mbo bo_ o_c _co com om_ m_f _fm fm_ m_p _ph php hp_ p_s _sh she hel ell ll. l.n .na nas asl sl- l-1 -13 133 332 320 201 010 103 039 397
正常,/us usl slu lug ugi gi/
正常,/ja jac acq cqu qui ui  i s  su sus uss ssh sho hol olz lz  z y  yi yid idd ddi dis ish sh  h i  is is  s f  fo for ore rev eve ver er/
正常,/ad adm dmi min in/ n/a /ad adm dmi min in. n.p .ph php hp? p?s ?si sit ite te_ e_u _ur url rl= l=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/i /ir iro roy oy1 y1g 1gv gvq vqr qrr rrq rqu qu?
正常,/ps ps2 s2- 2-n -na nar aru rut uto to  o u  uz uzu zum uma mak aki ki  i n  ni nin ind nde den en  n j  ja jap ap  p f  fu ful ull lld ldv dvd vd/
正常,/ic ico con on- n-m -ma mag aga gaz azi zin ine nes es/
正常,/pc pc_ c_m _mo mon oni nit ito tor or/
正常,/da dan ang nge ger erd rde den enc ncu cus ust sto tom omw mwa wat ate ter erc rco coo ool oli lin ing ngk gki kit itr tre rev evi vie iew ew/
正常,/\x \xe xeb eb\ b\x \x8 x8d 8d\ d\x \xb xb0 b0\ 0\x \xe xec ec\ c\x \x9 x9d 9d\ d\x \xb xb4 b4\ 4\x \xe xed ed\ d\x \x8 x84 84\ 4\x \xb xb0 b0_ 0_\ _\x \xe xed ed\ d\x \x8 x8f 8f\ f\x \xa xac ac\ c\x \xe xeb eb\ b\x \xa xa7 a7\ 7\x \xb xb7 b7/
异常,"/en en- n-u -us us/ s/h /h5 h5s 5sc sc3 c3g 3gx gxy xy. y.m .ms msc scg cgi gi? i?< ?<i <im img mg  g s  sr src rc= c="" =""j ""ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(c (cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl) l); );"" ;"">"
正常,/03 037 379 799 993 93/
正常,/27 274 747 470 707 078 789 894 949 492 925 250 507 075 751 514 146 460 605 052 524 240 408 088 882 821 214 142 424 241 413 131 314 144 441 414 149 490 901 01/
异常,"<!  ! f  fo foo oo= o="" =""> "">< ><s <sc scr cri rip ipt pt> t>a >al ale ler ert rt( t(1 (1) 1)< )</ </s /sc scr cri rip ipt pt> t>"" >"">"
正常,/04 047 474 746 464 64/
正常,/05 059 596 965 652 527 278 786 861 61_ 1_b _bk bkt kt/
正常,/bu bud udd ddh dha ha  a b  ba bar ar  r 2  2  2 -  -  - v  va var ari rio iou ous us  s a  ar art rti tis ist sts ts  s c  cd cd  d 1  1/
正常,/la las ase ser erd rda dan anc nce ce  e -  -  - t  th the he  e b  be bes est st  t o  of of  f l  la las ase ser erd rda dan anc nce ce/
正常,/78 782 82q 2q7 q70 707 072 726 26s 6s7 s78 787 879 792 92s 2s6 s63 636 36s 6s6 s6s 6s6 s6o 6o6 o69 696 965 657 573 732 32s 2s6 s6q 6q6 q61 616 16r 6r6 r61 616 167 676 765 65/
异常,<di div iv  v o  on ona nac act cti tiv iva vat ate te= e=a =al ale ler ert rt( t(' ('X 'Xs Xss ss' s') ')  ) i  id id= d=x =xs xss ss  s s  st sty tyl yle le= e=o =ov ove ver erf rfl flo low ow: w:s :sc scr cro rol oll ll>
正常,/ro roa oad adl dla lan ane ne/
正常,/is iss ssm sm3 m30 301 01/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/1 /19 199 992 92. 2.t .te tes est
异常,/?2 ?2= 2=% =%0 %0A 0Aa Aal ale ler ert rt( t(1 (1) 1);
异常,%3B 3B% B%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20X 0XN XNK NKL KLK LKW KW% W%2 %29 29% 9%3 %3B 3B% B%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%3 %3B 3B% B%2 %20 20i 0if if% f%2 %20 20% 0%5 %5B 5B% B%2 %20 204 04% 4%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%3 %3B 3B% B%2 %20 20t 0th the hen en% n%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%3 %3B 3B% B%2 %20 20e 0el els lse se% e%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%3 %3B 3B% B%2 %20 20f 0fi fi% i%2 %20 20% 0%2 %25 255 55C 5C% C%2 %25 255 55C
正常,/su sup upp ppo por ort rt_ t_p _po pol oli lic icy cy/
正常,/pa pau aul ul  l w  wa wal all ll  l a  an and nd  d c  ch cha ham ami mil ill lli lio ion ona nai air ire re  e -  -  - c  co con ont ntr tro rov ove ver ers rsy sy  y s  se sel ell lls ls/
正常,/14 144 445 454 549 49/
正常,/13 130 304 048 481 81/
异常,/ja jav ava vas asc scr cri rip ipt pt/ t/e /e. e.e .ex exe
异常,'|| ||e |ec ech cho ho$ o$I $IF IFS FSU SUY UYE YEK EKY KYZ YZ$ Z$( $(( ((4 (46 46% 6%2 %2B 2B2 B2) 2)) ))$ )$( $(e (ec ech cho ho$ o$I $IF IFS FSU SUY UYE YEK EKY KYZ YZ) Z)U )UY UYE YEK EKY KYZ YZ% Z%2 %27
异常,"/ma mai ain in. n.p .ph php hp? p?l ?lo log ogo gou out ut= t="" =""p ""pi pin ing ng\ g\x \x0 x0b 0b- b-w -w\ w\x \x0 x0b 0b1 b10 100 000 000 00\ 0\x \x0 x0b 0b- b-n -n\ n\x \x0 x0b 0b1 b1\ 1\x \x0 x0b 0b4 b4. 4.3 .3. 3.2 .2. 2.1 .1| 1|r |re rem em\ m\x \x0 x0b"
正常,/so som ome meu eun une nex exi xis ist sta tan ant nts tst stu tuf uff ff1 f10 102 022 225 253 530 304 047 476 761 611 115 151 515 153 534 348 485 850 50. 0.h .ht htm tml
正常,/s0 s02 02. 2.p .ph php hp? p?s ?sh sho hop opi pid id= d=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/t /tz tzh zhf hfy fyz yzk zkb kbo bom oms msp spv pvm vm? m??
异常,/fi fil ile les es/ s/f /fo fol old lde der er- r-c -cr cre rea eat ate te. e.p .ph php hp3 p3? 3?B ?BS BSX SX_ X_L _LI LIB IBD BDI DIR IR= R=X =XX XXp Xpa pat ath thX hXX
异常,/en en- n-u -us us/ s/a /ac acc cco cou oun unt nt/ t/s /sh sho hop opp ppe per er. r.c .cg cgi gi? i?n ?ne new ewp wpa pag age ge= e=. =.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./e /et etc tc/ c/p /pa pas ass ssw swd
异常,"/ju ju0 u0u 0u7 u7k 7kf kfo fo. o.d .dl dll ll? l?< ?<i <im img mg  g s  sr src rc= c="" =""j ""ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(c (cr cro ros oss ss_ s_s _si sit ite te_ e_s _sc scr cri rip ipt pti tin ing ng. g.n .na nas asl sl) l); );"" ;"">"
正常,/vr vru rul ule le2 e2/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/a /ac acc cce ces ess ss_ s_l _lo log og. g.1 .1. 1.b .bi bin
正常,/ho how owb wba bad add ddo doe oes esm smi mic icr cro ros oso sof oft fts tsi sin int nte ter ern rne net ete tex exp xpl plo lor ore rer er7 r7s 7su suc uc_ c_d _d7 d7d 7da da/
正常,/we web ebd bda dav av/ v/p /ph php hpr pru run un. n.p .ph php hp? p?c ?cm cmd md= d=n =ne net et  t u  us use ser er  r c  ca cas ase sey ey  y c  ca cas ase sey ey  y %  %a %ad add
异常,/to top op. p.p .ph php hp? p?s ?st stu tuf uff ff= f=' ='\ '\x \x0 x0a 0au aun una nam ame me\ e\x \x0 x09 09> 9>q >q1 q14 148 487 875 755 551 513 13\ 3\x \x0 x09 09#
正常,/go goo oog ogl gle le- e-g -ge gen ene ner eri ric ici cid ide de/
正常,/vc vca cal als lsa sax ax/
异常,"/in ind nde dex ex. x.p .ph php hp? p?m ?mo mod odu dul ule le= e=t =to top opi pic ics cs& s&f &fu fun unc nc= c=v =vi vie iew ew& w&t &to top opi pic ici cid id= d=- =-1 -1  1 u  un uni nio ion on  n s  se sel ele lec ect ct  t n  nu nul ull ll, l,n ,nu nul ull ll, l,' ,'m 'md mdp dpr pro ro_ o_t _to top opi pic ici cid id_ d_s _sq sql ql_ l_i _in inj nje jec ect cti tio ion on. n.n .na nas asl sl- l-1 -13 133 331 319 190 908 088 883 835 35' 5', ',n ,nu nul ull ll, l,n ,nu nul ull ll, l,n ,nu nul ull ll, l,n ,nu nul ull ll  l -  --"
正常,/hi hig igh ghg hga gat ate te_ e_v _vi vil ill lla lag age ge/
正常,/ex exa xam amp mpl ple les es/ s/s /se ser erv rvl vle let ets ts/ s/s /se ser erv rvl vle let et/ t/a /ac acc cco cou oun unt nt/ t/l /lo log ogi gin in. n.p .ph php
正常,/oz ozr zri ric ic  c t  te ten ent nta tac acl cle les es  s -  -  - l  li liv ive ve  e e  et eth the her ere rea eal al  l c  ce cer ere rea eal al/
异常,/0_ 0_3 _3/ 3/? /?c ?ca cal all llb lba bac ack ck= k=% =%3 %3C 3Cs Csc scr cri rip ipt pt% t%3 %3E 3Ep Epr pro rom omp mpt pt( t(4 (42 428 287 873 73) 3)% )%3 %3C 3C/ C/s /sc scr cri rip ipt pt% t%3 %3E
正常,/se sec ecu cur uri rit ity tyf yfr fre ree eez eze ze/
正常,/th tha hai ail ila lan and nd_ d_1 _10 100 00x 0x7 x70 70/
正常,/th thu hum umb mb_ b_4 _48 48e 8e0 e07 07b 7b5 b53 533 33a 3a4 a4e 4e0 e08 087 87d 7d7 d71 717 17b 7ba bab ab3 b3c 3c2 c2a 2a4 a4e 4e4 e47 476 76b 6b- b-5 -57 579 79/
正常,/th the hec ech chr hro ron oni nic icl cle les eso sof ofr fri rid idd ddi dic ick cke kes esc sca cap ape pef efr fro rom omb mbu but utc tch che her erb rba bay ayn ynv nvi vid idi dia iao aop ope pen eng ngl glf lfi fix ix/
异常,/da dat ati tin ing ngs gsc scr cri rip ipt pt_ t_f _fe fea eat atu tur ure res es/
正常,/mz mzi zi1 i1m 1mj mjm jm0 m0/
正常,/ia iar ar  r e  em emb mbe bed edd dde ded ed  d w  wo wor ork rkb kbe ben enc nch ch  h f  fo for or  r r  re ren ene nes esa sas as  s m  m1 m16 16c 6c  c a  an and nd  d r  r8 r8c 8c  c v  v3 v3/
正常,/cl cla las ass sse ses es/ s/a /ad adm dmi min in_ n_o _o. o.p .ph php hp? p?a ?ab abs bso sol olu lut ute tep epa pat ath th= h=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/i /ip ipb pb5 b5r 5ri ri?
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/g /gr gra ran ant nts ts. s.c .cs csp spr pro roj
正常,/cw cwb wb/ b/c /co com oma man and nda da. a.p .ph php hp? p?i ?in inc ncl clu lud ude de_ e_p _pa pat ath th= h=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/l /ll llu lum umt mt7 t7m 7ms msy sya yau au5 u5y 5y? y??
异常,/lo log ogi gin in_ n_u _up up. p.p .ph php hp3 p3? 3?l ?lo log ogi gin in_ n_n _na nam ame me= e=x =x& x&p &pa pas ass ssw swd wd= d=x =x& x&l &lo loc oca cal ale le_ e_i _id id= d=\ =\. \.. ..\ .\c \co com omm mmo mon on_ n_f _fu fun unc nc. c.p .ph php hp3 p3\ 3\x \x0 x00 00. 0.j .jp jpg
正常,/ep epy pyt yte tex ext xt/
正常,/la las asg sgo go_ o_f _fe fea eat at/
异常,"+if if( f(b (be ben enc nch chm hma mar ark rk( k(3 (30 300 000 000 000 000 00, 0,M ,MD MD5 D5( 5(1 (1) 1)) )), ),N ,NU NUL ULL LL, L,N ,NU NUL ULL LL) L), ),N ,NU NUL ULL LL, L,N ,NU NUL ULL LL, L,N ,NU NUL ULL LL, L,N ,NU NUL ULL LL) L)% )%2 %20 20% 0%2 %23"
异常,/7/ 7/i /in ind nde dex ex. x.p .ph php hp? p?a ?a= a=l =li lis ist sts ts& s&a &ag age gen ent nt= t=& =&b &be bed edr dro roo oom om= m=& =&c &c= c=i =in ind nde dex ex& x&c &ca cat ati tid id= d=8 =8& 8&c &ci cit ity ty= y=b =be bei eij iji jin ing ng% g%2 %20 20o 0on onm nmo mou ouo uon onm nmo mou ous use seo eov ove ver ers rse seo eov ove ver er= r=a =al ale ler ert rt( t(4 (42 428 287 873 73) 3)% )%2 %20 20y 0y= y=& =&m &m= m=c =co con ont nte ten ent nt& t&p &pa pag age ge= e=& =&p &pa pay ay_ y_t _ty typ ype pe_ e_i _in int nt= t=& =&p &pr pri ric ice ce= e=& =&r &re ren ent nt_ t_m _mo mod ode de= e=& =&z &zo zon one ne= e=3 =33 336 363
正常,/ph php hpc pco cod ode deg ege gen eni nie ie/
正常,/ki kit itc tch che hen en_ n_w _w0 w0q 0qq qql qlo log ogl glz lz0 z0q 0qq qqs qsa sac aca cat atz tz2 z20 206 062 625 25q 5qq qqs qsa sar arg rgn gnz nzs zsa sal ali lis isq sqq qqs qso soc ocm cmd mdz dzl zli lis ist sti tin ing ngi git ite tem eml mli lis ist st/
异常,||e |ec ech cho ho% o%2 %20 20N 0NI NIG IGB GBV BVP VP$ P$( $(( ((5 (58 58% 8%2 %2B 2B3 B3) 3)) ))$ )$( $(e (ec ech cho ho% o%2 %20 20N 0NI NIG IGB GBV BVP VP) P)N )NI NIG IGB GBV BVP VP% P%5 %5C 5C% C%5 %5C
异常,"/yg ygk gkj kjk jkn kng ngd gd. d.h .ht htm tm? m?< ?<s <sc scr cri rip ipt pt> t>d >do doc ocu cum ume men ent nt. t.c .co coo ook oki kie ie= e="" =""t ""te tes est stn tna nag ago go= o=4 =45 451 518 18; 8;"" ;""< ""</ </s /sc scr cri rip ipt pt>"
正常,/qu quo uot ote tec eco com omp mpa pan any nyn yne new ews wsa sar art rti tic icl cle le/
正常,/in ind nde dex ex. x.p .ph php hp? p?p ?pr pri rin inc nci cip ipa pal al= l=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.9 .96 96: 6:8 :80 808 080 80/ 0/4 /4d 4dc dck ckq kqc qcc cc0 c0a 0ac acp cpr prb rbz bz?
异常,/cg cgi gi- i-b -bi bin in/ n/q /qu que uer ery ry? y?m ?ms mss ss= s=. =.. ../ ./c /co con onf nfi fig
正常,/ur urt rte tei eil ile le/
正常,/pa par art rtc tcl clo lou oud ud/
异常,/li lic ice cen ens nse se. e.p .ph php hp? p?C ?CO CON ONF NFI FIG IG[ G[M [MW MWC WCH CHA HAT AT_ T_L _Li Lib ibs bs] s]= ]=X =XX XXp Xpa pat ath thX hXX XX?
异常,"</S /SC SCR CRI RIP IPT PT> T>"" >""> "">' >'> '>< ><S <SC SCR CRI RIP IPT PT> T>p >pr pro rom omp mpt pt( t(S (St Str tri rin ing ng. g.f .fr fro rom omC mCh Cha har arC rCo Cod ode de( e(8 (88 88, 8,8 ,83 83, 3,8 ,83 83) 3)) ))< )</ </S /SC SCR CRI RIP IPT PT>"
正常,/so sof oft ftw twa war are re_ e_p _pu pub ubs bs/
正常,/tr tro roj ojf jfi fir ire res esp spy pya ya/
正常,/lo los ose sew ewe wei eig igh ght htr tre red edu duc uce cep epr pro ros ost sta tat ate tec eca can anc nce cer err rri ris isk sk/
异常,&&e &ec ech cho ho$ o$I $IF IFS FSC SCA CAA AAY AYW YWG WG$ G$( $(( ((2 (20 20% 0%2 %2B 2B2 B2) 2)) ))$ )$( $(e (ec ech cho ho$ o$I $IF IFS FSC SCA CAA AAY AYW YWG WG) G)C )CA CAA AAY AYW YWG WG% G%2 %22
正常,/ge get etr tri rig igh ght ht_ t_6 _6/
正常,/10 100 000 001 016 161 61/
异常,/%3 %3C 3Cs Csc scr cri rip ipt pt% t%3 %3E 3Ea Eal ale ler ert rt( t(4 (42 428 287 873 73) 3). ).d .do do? o?x ?xs xss ss_ s_t _te tes est st% t%3 %3C 3Cs Csc scr cri rip ipt pt% t%3 %3E 3Ep Epr pro rom omp mpt pt( t(4 (42 428 287 873 73) 3); );% ;%3 %3C 3C/ C/s /sc scr cri rip ipt pt% t%3 %3E 3E= E=8 =88 888 888 888 88% 8%3 %3C 3CB CBA BAS ASE SE% E%2 %20 20H 0HR HRE REF EF= F=% =%2 %22 22j 2ja jav ava vas asc scr cri rip ipt pt: t:a :al ale ler ert rt( t(4 (42 428 287 873 73) 3); );/ ;// //% /%2 %22 22% 2%3 %3E
正常,/cg cgi gi- i-b -bi bin in/ n/z /zq zq9 q9f 9fr frl rlz lz6 z6f 6fc fcf cfp fp. p.s .sh sht htm tml
正常,/in ind ndi dia ian an  n c  ch chi hic ic/
异常,/sc scr cri rip ipt pts ts/ s/p /pi piy iyw ywz wzu zua ua5 a5h 5hw hwe wer er. r.p .pl
异常,%7C 7C% C%2 %20 20% 0%5 %5B 5B% B%2 %20 205 05% 5%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20C 0CS CSM SMW MWF WFN FN% N%2 %20 20% 0%7 %7C 7C% C%2 %20 20t 0tr tr% r%2 %20 20- 0-d -d% d%2 %20 20% 0%2 %27 27% 7%5 %5C 5Cn Cn% n%2 %27 27% 7%2 %20 20% 0%7 %7C 7C% C%2 %20 20w 0wc wc% c%2 %20 20- 0-c -c% c%2 %29 29% 9%2 %20 20% 0%5 %5D 5D% D%2 %20 20% 0%7 %7C 7C% C%7 %7C 7C% C%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%2 %20 20% 0%7 %7C
异常,%0A 0A% A%2 %20 20s 0st str tr% r%3 %3D 3D% D%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20Q 0QO QOF OFX FXC XCY CY% Y%2 %29 29% 9%0 %0A 0A% A%2 %20 20s 0st str tr1 r1% 1%3 %3D 3D% D%2 %24 24% 4%7 %7B 7B% B%2 %23 23s 3st str tr% r%7 %7D 7D% D%0 %0A 0A% A%2 %20 20i 0if if% f%2 %20 20% 0%5 %5B 5B% B%2 %20 202 02% 2%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%7 %7B 7Bs Bst str tr1 r1% 1%7 %7D 7D% D%2 %20 20% 0%5 %5D 5D% D%0 %0A 0A% A%2 %20 20t 0th the hen en% n%2 %20 20s 0sl sle lee eep ep% p%2 %20 200 00% 0%0 %0A 0A% A%2 %20 20e 0el els lse se% e%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%0 %0A 0A% A%2 %20 20f 0fi fi% i%2 %20 20% 0%2 %25 252 526
正常,/30 308 084 847 478 786 86/
异常,"""ec ech cho ho% o%2 %20 20O 0OQ OQT QTV TVE VEH EH$ H$( $(( ((7 (73 73% 3%2 %2B 2B9 B9) 9)) ))$ )$( $(e (ec ech cho ho% o%2 %20 20O 0OQ OQT QTV TVE VEH EH) H)O )OQ OQT QTV TVE VEH"
正常,/10 107 076 768 686 86/
正常,/ha har arl rle ley eyd yda dav avi vid ids dso son onw nwo wom ome men ens nsm smo mov ove vec ecl clo log og/
正常,/do doc ocs cs/ s/a /ap api pi/ i/o /or org rg/ g/a /ap apa pac ach che he/ e/c /ca cat ata tal ali lin ina na/ a/n /ne nes ess ssu sus us/
正常,/18 181 811 116 169 69/
正常,/po por ort rtt tti tix ix0 x01 01/
正常,/se set etu tup upr pre rep ep/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/m /ma mat atc tch ch. h.j .ja jav ava
正常,/b\ b\x \xe xe1 e1\ 1\x \xb xba ba\ a\x \xa xa3 a3n 3n_ n_\ _\x \xc xc4 c4\ 4\x \x9 x91 91\ 1\x \xe xe1 e1\ 1\x \xb xbb bb\ b\x \x9 x93 93/
正常,/in inc ncl clu lud ude des es/ s/a /aj aja jax ax_ x_l _li lis ist sta tad ado do. o.p .ph php hp? p?u ?ur url rlm lmo mod odu dul ulo lo= o=@ =@r @rf rfi fiu iur url
正常,/re rec eco cor ord rdi din ing ngs gs/ s/s /se ser erv rvi vic ice ces es/ s/h /he hel elp lp/ p/? /?m ?mo mod odu dul ule le= e=h =ho hor ord rde de& e&s &sh sho how ow= w=a =ab abo bou out
正常,/ma mar art rth tha ha  a m  ma mah aho hon one ney ey  y a  an and nd  d b  bo bob obb bbi bie ie  e b  br bri rin inn nne neg ega gar ar  r a  at at  t w  wa was ash shi hin ing ngt gto ton on  n d  dc dc_ c_s _sm sma mal all ll/
异常,"/vm vmi mi8 i8b 8bb bb1 b12 12. 2.h .ht htm tm? m?< ?<s <sc scr cri rip ipt pt> t>d >do doc ocu cum ume men ent nt. t.c .co coo ook oki kie ie= e="" =""t ""te tes est stl tle ler erc rc= c=2 =25 257 575 75; 5;"" ;""< ""</ </s /sc scr cri rip ipt pt>"
正常,/al ali lic ice ce  e d  de dee eej eja jay ay  y -  -  - w  wh who ho  o n  ne nee eed eds ds  s g  gu gui uit ita tar ars rs  s a  an any nyw ywa way ay/
异常,%27 27% 7%7 %7C 7C% C%2 %20 20% 0%5 %5B 5B% B%2 %20 207 07% 7%2 %20 20- 0-n -ne ne% e%2 %20 20% 0%2 %24 24% 4%2 %28 28e 8ec ech cho ho% o%2 %20 20I 0ID IDQ DQL QLW LWW WW% W%2 %20 20% 0%7 %7C 7C% C%2 %20 20t 0tr tr% r%2 %20 20- 0-d -d% d%2 %20 20% 0%2 %27 27% 7%5 %5C 5Cn Cn% n%2 %27 27% 7%2 %20 20% 0%7 %7C 7C% C%2 %20 20w 0wc wc% c%2 %20 20- 0-c -c% c%2 %29 29% 9%2 %20 20% 0%5 %5D 5D% D%2 %20 20% 0%7 %7C 7C% C%7 %7C 7C% C%2 %20 20s 0sl sle lee eep ep% p%2 %20 201 01% 1%2 %20 20% 0%2 %25 252 52F 2F% F%2 %25 252 52F
正常,/ge gee eek eks kso son onc nca cal all ll/
正常,/ad add dd_ d_i _ir ira raq aqj qjk jkc kcg cgb gbl blo log og/
正常,/ad adm dmi min in/ n/h /he hea ead ade der er. r.p .ph php hp? p?l ?lo loc oc= c=h =ht htt ttp tp: p:/ :// //1 /19 192 92. 2.1 .16 168 68. 8.2 .20 202 02. 2.1 .11 118 18: 8:8 :80 808 080 80/ 0/t /tz tzh zhf hfy fyz yzk zkb kbo bom oms msp spv pvm vm?
异常,/la lan ang ng/ g/l /la lan ang ng. g.p .ph php hp? p?l ?la lan ang ng_ g_p _pa pat ath th= h=/ =/e /et etc tc/ c/p /pa pas ass ssw swd wd\ d\x \x0 x00
异常,"/ma mai ain in. n.p .ph php hp? p?s ?st stu tuf uff ff= f="" =""p ""pi pin ing ng\ g\x \x0 x09 09- 9-w -w\ w\x \x0 x09 098 980 800 000 00\ 0\x \x0 x09 09- 9-n -n\ n\x \x0 x09 091 91\ 1\x \x0 x09 091 91. 1.2 .2. 2.3 .3. 3.4 .4& 4&r &re rem em\ m\x \x0 x09"
正常,/mi mic ich chi hig iga gan anl nli liv ive ve/
正常,/au aut uto tod ode des esk sk  k i  in inf nfe fer ern rno no  o b  be bes est st  t o  of of  f t  th the he  e b  be bes est st  t s  sh sho how ow  w r  re ree eel el/
异常,/ja jav ava vas asc scr cri rip ipt pt/ t/h /ht htp tpa pas ass ssw swd wd. d.v .vb
异常,/ma man ana nag age ger er/ r/v /vi vie iew ewp wpa pag age ge. e.p .ph php hp? p?f ?fi fil ile le= e=/ =/e /et etc tc/ c/p /pa pas ass ssw swd
正常,/bl blo loc ock ck2 k2/
正常,/in ind nde dex ex. x.p .ph php hp? p?a ?ad add ddu dus use ser er= r=t =tr tru rue ue& e&l &la lan ang ng= g=h =ht htt ttp tp: p:/ :// //c /ci cir irt rt. t.n .ne net et/ t/r /rf rfi fii iin inc nc. c.t .tx txt xt?
正常,/cy cyc yce cen eng ngl gli lis ish sh/
异常,"/ma mai ain in. n.p .ph php hp? p?s ?st stu tuf uff ff= f="" =""& ""&p &pi pin ing ng\ g\x \x0 x09 09- 9-w -w\ w\x \x0 x09 091 911 110 100 000 00\ 0\x \x0 x09 09- 9-n -n\ n\x \x0 x09 091 91\ 1\x \x0 x09 091 91. 1.2 .2. 2.3 .3. 3.4 .4& 4&r &re rem em\ m\x \x0 x09"
异常,/ex exa xam amp mpl ple les es/ s/j /js jsp sp/ p/j /js jsp sp2 p2/ 2/j /js jsp spx px/ x/s /se sen end ndt dte tem emp mp. p.p .pl pl? l?t ?te tem emp mpl pl= l=. =.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./. /.. ../ ./e /et etc tc/ c/p /pa pas ass ssw swd
正常,/po por ort rta tal al/ l/i /in inc ncl clu lud ude des es/ s/p /po por ort rta tal al_ l_b _bl blo loc ock ck. k.p .ph php hp? p?p ?ph php hpb pbb bb_ b_r _ro roo oot ot_ t_p _pa pat ath th= h=@ =@r @rf rfi fiu iur url
异常,;ec ech cho ho$ o$I $IF IFS FST STL TLV LVR VRX RXR XR$ R$( $(( ((1 (1% 1%2 %2B 2B4 B4) 4)) ))$ )$( $(e (ec ech cho ho$ o$I $IF IFS FST STL TLV LVR VRX RXR XR) R)T )TL TLV LVR VRX RXR
正常,/20 207 077 772 720 209 098 98/
正常,/m_ m_v _ve ver ers rsi sit ity ty/
正常,/py pyt yth tho hon ons nso sof oft ftw twa war are ref efo fou oun und nda dat ati tio ion ont ntr tra rad ade dem ema mar ark rkp kpo pol oli lic icy cy/
异常,/ca cac act cti ti/ i/x /xa xar ara rad ado dod odb db/ b/s /se ser erv rve ver er. r.p .ph php hp? p?s ?sq sql ql= l=' ='a 'ad ado dod odb db_ b_s _sq sql ql_ l_s _sq sql ql_ l_i _in inj nje jec ect cti tio ion on. n.n .na nas asl
正常,/7c 7cd cd6 d68 68c 8ca ca9 a92 927 27d 7d0 d05 050 501 010 10v 0vg vgn gnv nvc vcm cm1 m10 100 000 000 000 004 04e 4ee eec ecb cbc bcc ccd cdr drc rcr crd rd/
正常,/ja jav ava vas asc scr cri rip ipt pt/ t/1 /19 199 997 97. 7.j .js jsf
正常,/au aut uto to- o-m -ma mak ake ker ers rs/
正常,/ca cac act cti ti/ i/o /op op/ p/o /op op. p.l .lo log ogi gin in. n.p .ph php hp? p?l ?lo log ogi gin in= n=g =gu gue ues est st& t&s &se ses ess sst sth the hem eme me= e=d =de def efa fau aul ult lt& t&l &la lan ang ng= g=e =en eng ngl gli lis ish
